"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"205803_s_at"	0.00850860630912259	6.3165613277589e-07	-5.73133103517951	3.82524790146282	-2.59211672484274	"TRPC1"	"transient receptor potential cation channel subfamily C member 1"
"207796_x_at"	0.00850860630912259	8.20792537958166e-07	-5.65655623780796	3.65317449369758	-2.32971319749553	"KLRD1"	"killer cell lectin like receptor D1"
"215374_at"	0.00850860630912259	1.14552883038046e-06	-5.56117358933411	3.43346677373228	-2.25856472461974	"PAPOLA"	"poly(A) polymerase alpha"
"206648_at"	0.0295185193465956	5.29884115183694e-06	-5.11895041994771	2.41425274767764	-2.74764214504856	"ZNF571"	"zinc finger protein 571"
"213308_at"	0.0931185341454841	2.08945236605224e-05	-4.71514133830217	1.48888293629312	-2.89230922368775	"SHANK2"	"SH3 and multiple ankyrin repeat domains 2"
"204054_at"	0.160281362073116	4.93416590258521e-05	-4.4570822707107	0.904194494924347	-2.3763616838566	"PTEN"	"phosphatase and tensin homolog"
"207092_at"	0.160281362073116	5.03509192887767e-05	4.45094359215742	0.890374811069649	2.97641457910415	"LEP"	"leptin"
"205372_at"	0.227908070173032	8.18231190317397e-05	-4.30284700592212	0.558458499193054	-3.50358222409426	"PLAG1"	"PLAG1 zinc finger"
"204671_s_at"	0.248590911583524	0.000100404712303178	-4.23988074021505	0.418276453032928	-2.41068689220457	"ANKRD6"	"ankyrin repeat domain 6"
"203563_at"	0.369881791790091	0.000201169102874015	-4.02334618659754	-0.0588322348107466	-3.73238794334466	"AFAP1"	"actin filament associated protein 1"
"219051_x_at"	0.369881791790091	0.000209196196638989	-4.01101956619863	-0.0857386811285918	-1.76259880389557	"METRN"	"meteorin, glial cell differentiation regulator"
"204530_s_at"	0.369881791790091	0.000232407114085329	-3.97779452461707	-0.158114809426691	-2.29241659953537	"TOX"	"thymocyte selection associated high mobility group box"
